Main Holding Name,Main Holding Key,Holding Name,Holding Key,International Sector Key,International Sector Description,International Department Key,International Department Description,Group Class Key - Description,Class Key - Description,Brand Name,Statut d'Appartenance verifié,Date d'ajout,Secteur d'activité,Département,À VÉRIFIER
LASCAD,466,LASCAD,466,1,FMCG,12,TOILETRIES,121 - PERSONAL HYGIENE/GROOMING,1216 - EAU DE COLOGNE/EAU DE TOILLETTE,MENNEN,OK,,,,
LASCAD,466,LASCAD,466,1,FMCG,12,TOILETRIES,121 - PERSONAL HYGIENE/GROOMING,1212 - SOAPS,CLEOPATRA,NON,,,,
LASCAD,466,LASCAD,466,1,FMCG,12,TOILETRIES,120 - HAIR CARE PRODUCTS,1200 - SHAMPOOS,CADUM,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,M&M'S,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,PEDIGREE,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,130 - CAT,1300 - CAT FOOD,WHISKAS,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,130 - CAT,1300 - CAT FOOD,SHEBA,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,FREEDENT,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,130 - CAT,1301 - LITTER,CATSAN,NON,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,149 - ETHNIC PRODUCTS,1490 - ASIA/OCEANIA,SUZI WAN,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,145 - PASTA/RICE/PULSES/SOUPS,1451 - RICE,UNCLE BENS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,TWIX,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),155 - ICE CREAM/FROZEN DESSERTS,1551 - SNACKING ICE,SNICKERS,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,CESAR,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,MALTESERS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,SNICKERS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,AIRWAVES,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),155 - ICE CREAM/FROZEN DESSERTS,1551 - SNACKING ICE,MARS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,BALISTO,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,130 - CAT,1300 - CAT FOOD,CATISFACTION,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,130 - CAT,1300 - CAT FOOD,PERFECT FIT,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,MARS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,CELEBRATION,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,FROLIC,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1311 - DOG CARE,PEDIGREE,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,SKITTLES,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,130 - CAT,1303 - CAT ACCESSORIES,CATSAN,NON,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1424 - SEASONAL CONFECTIONERY,CELEBRATION,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,BOUNTY,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),155 - ICE CREAM/FROZEN DESSERTS,1551 - SNACKING ICE,TWIX,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),155 - ICE CREAM/FROZEN DESSERTS,1551 - SNACKING ICE,BOUNTY,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,145 - PASTA/RICE/PULSES/SOUPS,1454 - SEMOLINA/CEREALS,UNCLE BENS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,146 - OILS/SEASONING/SAUCES,1465 - COLD SAUCES,SUZI WAN,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,145 - PASTA/RICE/PULSES/SOUPS,1454 - SEMOLINA/CEREALS,EBLY,NON,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1422 - CHOCOLATE BARS,M&M'S,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,CANIGOU,NON,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1424 - SEASONAL CONFECTIONERY,M&M'S,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,CRAVE,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,HUBA BUBBA,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1410 - BISCUIT,TWIX,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1413 - CEREALS/MUESLIS,BE KIND,NON,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,MILKY WAY,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1410 - BISCUIT,MALTESERS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,146 - OILS/SEASONING/SAUCES,1467 - SALT/PEPPER/SPICES/COOKING HELP,SUZI WAN,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,144 - SNACKS,1443 - PUFFED/EXTRUDED SNACKS,UNCLE BENS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1410 - BISCUIT,MARS,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),155 - ICE CREAM/FROZEN DESSERTS,1551 - SNACKING ICE,M&M'S,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1410 - BISCUIT,BOUNTY,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1410 - BISCUIT,M&M'S,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,SKITTLES,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,140 - COFFEE/CHICORY/TEA,1406 - DOLCE GUSTO SYSTEM CAPS,MARS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,149 - ETHNIC PRODUCTS,1493 - EUROPE,COMPAL,NON,,,,
